%1$d already matched	%1$d ya coincidían
%1$d areas were checked and everything they need is here.	Se comprobaron %1$d áreas y está todo lo que necesitan.
%1$d fields overridden	%1$d campos sobrescritos
%1$d fields will be overridden when requested	%1$d campos se sobrescribirán cuando se soliciten
%1$d gates selected	%1$d interruptores seleccionados
%1$d minutes left	Quedan %1$d minutos
%1$d rejected	%1$d rechazados
%1$d results	%1$d resultados
%1$d results so far	%1$d resultados hasta ahora
%1$d results so far, and more not counted	%1$d resultados hasta ahora, y más sin contar
%1$d results, filtered to %2$s	%1$d resultados, filtrados por %2$s
%1$d setting was not in that file and was left as it is.	%1$d ajuste no estaba en ese archivo y se dejó como estaba.
%1$d settings were not in that file and were left as they are.	%1$d ajustes no estaban en ese archivo y se dejaron como estaban.
%1$d unavailable	%1$d no disponibles
%1$s (%2$s)	%1$s (%2$s)
%1$s (custom, unverified)	%1$s (personalizado, sin verificar)
%1$s (override returned)	%1$s (se devolvió la sobrescritura)
%1$s (TikTok value)	%1$s (valor de TikTok)
%1$s (will be returned when requested)	%1$s (se devolverá cuando se solicite)
%1$s / current cache only	%1$s / solo caché actual
%1$s / generated registry	%1$s / registro generado
%1$s / generated registry and current cache	%1$s / registro generado y caché actual
%1$s / local catalog	%1$s / catálogo local
%1$s and above	%1$s y superior
%1$s appears more than once in this file.	%1$s aparece más de una vez en este archivo.
%1$s changed	%1$s cambiados
%1$s destinations must start with %2$s	Los destinos de %1$s deben empezar por %2$s
%1$s has an invalid value. %2$s	%1$s tiene un valor no válido. %2$s
%1$s has no supported override boundary in this Lab build.	%1$s no tiene un límite de sobrescritura compatible en esta compilación del Lab.
%1$s has type %2$s, but the file says %3$s.	%1$s tiene el tipo %2$s, pero el archivo indica %3$s.
%1$s is not a country code, so no video would ever match it. Use two letters, like GB, IE or US.	%1$s no es un código de país, así que ningún vídeo coincidiría nunca. Usa dos letras, como GB, IE o US.
%1$s is not in this Lab catalog.	%1$s no está en este catálogo del Lab.
%1$s isn't installed or doesn't take links	%1$s no está instalado o no acepta enlaces
%1$s left	Queda %1$s
%1$s min left	Quedan %1$s min
%1$s to %2$s	De %1$s a %2$s
%1$s videos left	Quedan %1$s videos
%1$s was rejected. %2$s	%1$s fue rechazado. %2$s
%1$s, %2$s, %3$s, %4$s, %5$s	%1$s, %2$s, %3$s, %4$s, %5$s
%1$s, selected	%1$s, seleccionado
%1$s. %2$s	%1$s. %2$s
%1$s: %2$d found, %3$d missing	%1$s: %2$d encontrados, %3$d faltan
%1$s: %2$d found, %3$d missing, and more it stopped counting	%1$s: %2$d encontrados, %3$d faltan, y más que dejó de contar
%1$s: %2$d found, %3$d missing, and more it stopped counting. First missing: %4$s	%1$s: %2$d encontrados, %3$d faltan, y más que dejó de contar. El primero que faltó: %4$s
%1$s: %2$d found, %3$d missing. First missing: %4$s	%1$s: %2$d encontrados, %3$d faltan. El primero que faltó: %4$s
1 field overridden	1 campo sobrescrito
Saved	Guardado
Saved %1$s	Guardado: %1$s
Saved %1$s of %2$s photos before the story failed	Se guardaron %1$s de %2$s fotos antes de que la historia fallara
Saved %1$s original photos	%1$s fotos originales guardadas
Saved %1$s photos. The rest failed, so try again.	%1$s fotos guardadas. Las demás fallaron, inténtalo otra vez.
Saved one original photo	Se guardó una foto original
Saved, override off	Guardado, sustitución desactivada
Saved. Restart TikTok to apply this.	Guardado. Reinicia TikTok para que se aplique.
Saving %1$s original photos	Guardando %1$s fotos originales
Saving settings backup	Guardando la copia de seguridad de los ajustes
Saving sticker	Guardando el sticker
Saving the selected video quality	Guardando la calidad de vídeo elegida
Saving the selected video quality without sound	Guardando la calidad de vídeo elegida sin sonido
Saving the story	Guardando la historia
Saving video and subtitles to %1$s	Guardando el vídeo y los subtítulos en %1$s
Search a title, description or category.	Busca un título, una descripción o una categoría.
Search and override gate flags	Buscar y sustituir marcas de interruptores
Search countries or operators	Buscar países u operadores
Search hidden creators	Buscar creadores ocultos
Search settings	Buscar en los ajustes
Search share actions	Buscar acciones de compartir
Search the comments	Buscar en los comentarios
Search these comments	Buscar en estos comentarios
Search translated titles and descriptions, then open the original setting.	Buscar entre los títulos y las descripciones traducidos, y abrir después el ajuste original.
Search without personalization, whatever your account is set to.	Buscar sin personalización, sea cual sea la configuración de tu cuenta.
Search words or key	Buscar palabras o clave
second	segundo
seconds	segundos
Seconds. Zero keeps every length. If a whole batch would be filtered out, the video closest to your limit is kept so the feed is not empty.	Segundos. Cero acepta cualquier duración. Si un lote entero se fuera a filtrar, se deja el vídeo más cercano a tu límite para que el feed no quede vacío.
Seek by	Avanzar
Seek from the edges	Avanzar desde los bordes
Seen	Vistos
Seen this session	Visto en esta sesión
Seen video history cleared. Tap again to put it back.	Historial de vídeos vistos borrado. Toca otra vez para recuperarlo.
Seen video history put back	Historial de vídeos vistos recuperado
Seen videos	Vídeos vistos
Select at least one field.	Selecciona al menos un campo.
Select every tab	Seleccionar todas las pestañas
Selected	Seleccionado
Send links to another app	Enviar los enlaces a otra app
Sending feedback	Enviando comentarios
Series posts	Publicaciones de Series
Settings	Ajustes
Settings are back to their defaults. Restart TikTok to apply all changes.	Los ajustes han vuelto a sus valores de fábrica. Reinicia TikTok para aplicar todos los cambios.
Settings backup saved	Copia de seguridad de los ajustes guardada
Settings couldn't open	No se pudo abrir Ajustes
Settings couldn't refresh completely. Reopen settings and try again.	No se pudo actualizar Ajustes por completo. Vuelve a abrir Ajustes e inténtalo de nuevo.
Settings restored. Restart TikTok to apply all changes.	Ajustes restaurados. Reinicia TikTok para aplicar todos los cambios.
Settings restored. The Feature Gate Lab rules were for another TikTok version and were left out. Restart TikTok to apply all changes.	Ajustes restaurados. Las reglas del Laboratorio de interruptores eran de otra versión de TikTok y se dejaron fuera. Reinicia TikTok para aplicar todos los cambios.
Share action checklist	Lista de acciones de compartir
Share links through another host	Compartir los enlaces con otro host
Share sheet	Panel de compartir
Shop	Tienda
Shop posts	Publicaciones de la tienda
Show	Mostrar
Show @username beside a video instead of the display name the creator chose.	Mostrar @usuario junto al vídeo en vez del nombre visible que eligió el creador.
Show a video preview thumbnail while dragging the progress bar.	Mostrar una miniatura del vídeo mientras arrastras la barra de progreso.
Show block button on videos	Mostrar el botón de bloquear en los vídeos
Show block sound button	Mostrar el botón de bloquear sonido
Show failures on screen	Mostrar fallos en pantalla
Show gates	Mostrar interruptores
Show last report	Ver el último informe
Show LIVE search	Mostrar la búsqueda de LIVE
Show local hide button	Mostrar el botón de ocultar localmente
Show the country a video was posted from next to the creator's name.	Mostrar el país desde el que se publicó un vídeo junto al nombre del creador.
Show the current spoken caption while the other controls are hidden.	Mostrar el subtítulo que se está diciendo mientras los demás controles están ocultos.
Show the handle instead of the name	Mostrar el nombre de usuario en vez del nombre
Show the Not interested button	Mostrar el botón de No me interesa
Show the progress bar	Mostrar la barra de progreso
Show the progress bar thumbnail	Mostrar la miniatura de la barra de progreso
Show the whole Activity and New followers lists instead of stopping at a View all button.	Mostrar las listas completas de Actividad y Nuevos seguidores en vez de pararse en un botón de Ver todo.
Show the whole video instead of cropping it to the window. Nothing changes on a tall phone, where it already fits. On a folding phone opened up, a squarer screen or a split view the sides or the ends stop being cut off.	Mostrar el vídeo entero en vez de recortarlo a la ventana. En un móvil alto no cambia nada, porque ya cabe. En un plegable abierto, en una pantalla más cuadrada o en vista dividida dejan de cortarse los lados o los extremos.
Show TikTok's own progress bar on videos where it is normally hidden.	Mostrar la barra de progreso de TikTok en los vídeos donde normalmente está oculta.
Show TikTok's own sort sheet on every post, with its hot, newest, media and creator options, instead of whichever cut-down row your account was given. Restart TikTok to apply this. It reads the style once per run and remembers it.	Mostrar el panel de orden de TikTok en todas las publicaciones, con sus opciones de populares, más recientes, contenido y creador, en vez de la fila recortada que le tocó a tu cuenta. Reinicia TikTok para que se aplique. Lee el estilo una vez por ejecución y lo recuerda.
Show TikTok's search entry in the LIVE drawer where supported.	Mostrar la entrada de búsqueda de TikTok en el panel de LIVE donde esté disponible.
Show what is left of the budget	Mostrar lo que queda del límite
Show where a video was posted	Mostrar desde dónde se publicó un vídeo
Showing %1$s again	Mostrando %1$s otra vez
SIM country preset	País preestablecido de la SIM
SIM preset saved	Ajuste preestablecido de SIM guardado
SIM preset saved. Restart TikTok to apply this.	Ajuste preestablecido de SIM guardado. Reinicia TikTok para que se aplique.
Skip blocked sounds	Saltar los sonidos bloqueados
Skip content warnings	Saltar los avisos de contenido
Skip recorded LIVE broadcasts in the feed.	Saltar en el feed las emisiones LIVE grabadas.
Skip videos marked as using promotional music.	Saltar los vídeos marcados como que usan música promocional.
Skip videos that use a sound blocked with the player's sound button, or named below.	Saltar los vídeos que usen un sonido bloqueado con el botón de sonido del reproductor, o nombrado abajo.
Skipping videos with %1$s	Saltando los vídeos con %1$s
Something is missing from %1$s. Tap for the whole report.	Falta algo en %1$s. Toca para ver el informe completo.
Sound link copied	Enlace del sonido copiado
Sound saved to %1$s	Sonido guardado en %1$s
Sounds	Sonidos
Source	Origen
Source code and releases	Código fuente y versiones
Speed	Velocidad
Speed menu choices	Opciones del menú de velocidad
Split comment minimum width	Anchura mínima para los comentarios al lado
Start each new video at your default. A manual choice lasts until the video changes.	Empezar cada vídeo nuevo con tu velocidad predeterminada. Una elección manual dura hasta que cambia el vídeo.
Start feature gate recording	Empezar a grabar los interruptores
Start recording	Iniciar grabación
Start the day at	Empezar el día a las
Start today over	Empezar hoy de nuevo
STEM	STEM
Sticker	Sticker
Sticker destination	Destino de los stickers
Sticker saved to %1$s	Sticker guardado en %1$s
Still here. Nothing is waiting.	Sigues aquí. No hay nada esperando.
Still reading the record. Tap again in a moment.	Todavía se está leyendo el registro. Toca otra vez dentro de un momento.
Still saving the last one	Todavía se está guardando el anterior
Stop a long press on Like from opening TikTok's repost action.	Impedir que mantener pulsado Me gusta abra la acción de republicar de TikTok.
Stop a long press on Share from opening TikTok's quick share action.	Impedir que mantener pulsado Compartir abra la acción de compartir rápido de TikTok.
Stop ByteDance AppLog events, AppsFlyer attribution, explicit Firebase screen reports and crash reporting from being sent. TikTok's own diagnostics go quiet with them.	Impedir que se envíen los eventos AppLog de ByteDance, la atribución de AppsFlyer, los informes explícitos de pantalla de Firebase y los informes de fallos. Los diagnósticos propios de TikTok se callan con ellos.
Stop feature gate recording	Parar de grabar los interruptores
Stop the brand animation that plays over the comments when what someone typed matches an advertiser's trigger.	Parar la animación de marca que sale sobre los comentarios cuando lo que alguien escribió coincide con el disparador de un anunciante.
Stop the bubble that asks you to share a video with friends after you like it.	Detiene la burbuja que pide compartir un video con amigos tras darle me gusta.
Stop TikTok asking the screen to run at the frame rate of the video it is playing. On a 90 or 120 Hz phone that ask slows the whole app down to the video's rate, scrolling included.	Impedir que TikTok pida que la pantalla funcione a la tasa de fotogramas del vídeo que está reproduciendo. En un móvil de 90 o 120 Hz esa petición ralentiza toda la app hasta la tasa del vídeo, el desplazamiento incluido.
Stop TikTok reporting that you viewed a story or a profile, or that you are typing. Online status is unchanged. It cannot undo what the server has already recorded.	Impide que TikTok informe de que has visto una historia o un perfil, o de que estás escribiendo. El estado en línea no cambia. No puede deshacer lo que el servidor ya haya registrado.
Stop video looping	Parar la repetición de los vídeos
Stop videos at the end instead of replaying them.	Parar los vídeos al final en vez de volver a reproducirlos.
Stopped after dismissing %1$s suggested accounts	Se detuvo tras descartar %1$s cuentas sugeridas
Stopped after dismissing one suggested account	Se detuvo tras descartar una cuenta sugerida
Storage permission is needed to save a profile picture	Hace falta permiso de almacenamiento para guardar una foto de perfil
Storage permission is needed to save a sound	Hace falta permiso de almacenamiento para guardar un sonido
Storage permission is needed to save a story	Hace falta permiso de almacenamiento para guardar una historia
Stories	Historias
Story saved to %1$s	Historia guardada en %1$s
Structured value observed	Valor estructurado observado
Subtitle language	Idioma de los subtítulos
Tabs TikTok has loaded	Pestañas que TikTok ha cargado
Take away the streak button in a chat and the reminder message that goes with it.	Quitar el botón de racha de un chat y el mensaje recordatorio que lo acompaña.
Tap %1$s again to send	Toca %1$s otra vez para enviar
Tap again to follow	Toca otra vez para seguir
Tap again to like	Toca otra vez para dar me gusta
Tap again to send	Toca otra vez para enviar
Tap the feed Follow button twice within four seconds.	Toca el botón Seguir del feed dos veces en menos de cuatro segundos.
Tap the like heart twice within four seconds. Removing a like stays immediate.	Toca el corazón de me gusta dos veces en menos de cuatro segundos. Quitar un me gusta sigue siendo inmediato.
Tap to start the feed	Toca para poner el feed en marcha
Technical details	Detalles técnicos
That backup was written by a newer Hushfeed than this one. Nothing was altered.	Esa copia de seguridad la escribió un Hushfeed más nuevo que este. No se ha cambiado nada.
That creator is already in the list	Ese creador ya está en la lista
That creator pattern is too long to use, so it was skipped: %1$s	Ese patrón de creador es demasiado largo, así que se omitió: %1$s
That creator pattern is too long, so it was not added: %1$s	Ese patrón de creador es demasiado largo, así que no se añadió: %1$s
That file is not readable text, so it may have been damaged in transit. Nothing was altered.	Ese archivo no es texto legible, así que puede haberse dañado por el camino. No se ha cambiado nada.
That file is too large to be a settings backup. Nothing was altered.	Ese archivo es demasiado grande para ser una copia de seguridad de ajustes. No se ha cambiado nada.
That is %1$d minutes today	Eso son %1$d minutos hoy
That is %1$d videos today	Eso son %1$d vídeos hoy
That is not a Hushfeed settings backup. Nothing was altered.	Eso no es una copia de seguridad de ajustes de Hushfeed. No se ha cambiado nada.
That is not an app name. Try something like com.example.downloader, or leave the box empty to keep saving in TikTok.	Eso no es un nombre de app. Prueba con algo como com.example.downloader, o deja el campo vacío para seguir guardando en TikTok.
That is one minute today	Eso es un minuto hoy
That is one video today	Eso es un vídeo hoy
That list has too many entries. Keep it to 10,000 or fewer.	Esa lista tiene demasiadas entradas. Limítala a 10.000 o menos.
That list is too large. Keep it to 256 KB or less.	Esa lista es demasiado grande. Limítala a 256 KB o menos.
That settings backup contains a feed rule list larger than Hushfeed accepts. Nothing was altered.	Esa copia de seguridad contiene una lista de reglas del feed mayor de lo que Hushfeed admite. No se ha cambiado nada.
That settings backup holds a value Hushfeed cannot read. Nothing was altered.	Esa copia de seguridad contiene un valor que Hushfeed no puede leer. No se ha cambiado nada.
That settings backup holds more Feature Gate Lab rules than the Lab takes. Nothing was altered.	Esa copia de seguridad de ajustes tiene más reglas del Feature Gate Lab de las que el Lab acepta. No se ha cambiado nada.
That settings backup is damaged or only partly downloaded. Nothing was altered.	Esa copia de seguridad está dañada o solo se descargó en parte. No se ha cambiado nada.
That settings backup is incomplete, so it may have been cut short. Nothing was altered.	Esa copia de seguridad está incompleta, así que puede haberse cortado. No se ha cambiado nada.
That settings change did not go through. Nothing was altered.	Ese cambio de ajustes no llegó a aplicarse. No se ha cambiado nada.
That sticker is in a format Hushfeed cannot read	Ese sticker está en un formato que Hushfeed no puede leer
The catalog says this key is %1$s and this override is %2$s. Reset the override and make a new one.	El catálogo dice que esta clave es %1$s y esta anulación es %2$s. Restablece la anulación y crea una nueva.
The destination contains an invalid folder name	El destino contiene un nombre de carpeta no válido
The diagnostic report could not be exported.	No se pudo exportar el informe de diagnóstico.
The diagnostic report could not be saved yet. Try again in a moment.	Todavía no se pudo guardar el informe de diagnóstico. Inténtalo de nuevo en un momento.
The feed dims over the last three quarters of a minute before the hold, so you arrive at it rather than land on it. Needs a time budget and a hold to arrive at.	El feed se oscurece en los últimos tres cuartos de minuto antes de la pausa, para que llegues a ella en lugar de caer. Necesita un presupuesto de tiempo y una pausa.
The feed does not end. This is a fine time to leave it.	El feed no se acaba. Este es un buen momento para dejarlo.
The feed is open again	El feed está abierto otra vez
The feed waits for one tap before it starts playing again when you come back to the app. Messages, profiles and search are still one tap away.	El feed espera un toque antes de reproducirse de nuevo cuando vuelves a la app. Mensajes, perfiles y búsqueda siguen a un toque.
The hour both budgets reset, on a 24 hour clock. Four in the morning by default, because someone still scrolling at one is having last night.	La hora a la que se reinician ambos límites, en formato de 24 horas. Las cuatro de la madrugada por defecto, porque quien sigue deslizando a la una todavía está en la noche anterior.
The Lab keeps at most %1$s rules. This change would make %2$s, so nothing was changed.	El Lab admite como máximo %1$s reglas. Este cambio daría un total de %2$s, así que no se cambió nada.
The last change is undone. Restart TikTok to apply all changes.	El último cambio está deshecho. Reinicia TikTok para aplicar todos los cambios.
The last change is undone. The Feature Gate Lab rules were for another TikTok version and were left out. Restart TikTok to apply all changes.	El último cambio está deshecho. Las reglas del Laboratorio de interruptores eran de otra versión de TikTok y se dejaron fuera. Reinicia TikTok para aplicar todos los cambios.
The minimum or maximum comments on a video to show.	El mínimo o el máximo de comentarios que ha de tener un vídeo para mostrarlo.
The minimum or maximum favorites of a video to show.	El mínimo o el máximo de favoritos que ha de tener un vídeo para mostrarlo.
The minimum or maximum likes of a video to show.	El mínimo o el máximo de me gusta que ha de tener un vídeo para mostrarlo.
The minimum or maximum shares of a video to show.	El mínimo o el máximo de veces compartido que ha de tener un vídeo para mostrarlo.
The minimum or maximum views of a video to show.	El mínimo o el máximo de visualizaciones que ha de tener un vídeo para mostrarlo.
The original photos aren't available, so TikTok's own save runs instead	Las fotos originales no están disponibles, así que se usa el guardado propio de TikTok
The override changes no fields. Edit the field values, or reset the override.	La anulación no cambia ningún campo. Edita los valores de los campos o restablece la anulación.
The override couldn't be applied: %1$s. Edit the field values, or reset the override.	No se pudo aplicar la anulación: %1$s. Edita los valores de los campos o restablece la anulación.
The override doesn't say what list to return. Edit the field values, or reset the override.	La anulación no dice qué lista devolver. Edita los valores de los campos o restablece la anulación.
The profile picture couldn't be saved.	No se pudo guardar la foto de perfil.
The record of an interrupted settings change could not be read, so it was set aside. Check your settings.	No se pudo leer el registro de un cambio de ajustes interrumpido, así que se apartó. Revisa tus ajustes.
The report couldn't be saved. Try again.	No se pudo guardar el informe. Inténtalo otra vez.
The selected loaded-values file could not be read. Try again.	No se pudo leer el archivo de valores cargados seleccionado. Inténtalo de nuevo.
The setting couldn't finish updating. Its saved value is shown.	No se pudo terminar de actualizar el ajuste. Se muestra el valor guardado.
The settings backup was rejected. Nothing was altered.	Se rechazó la copia de seguridad de los ajustes. No se ha cambiado nada.
The smallest value is above the largest	El valor mínimo es mayor que el máximo
The sound couldn't be saved. Try again.	No se pudo guardar el sonido. Inténtalo otra vez.
The sticker couldn't be saved. Try again.	No se pudo guardar el sticker. Inténtalo otra vez.
The story couldn't be saved.	No se pudo guardar la historia.
The thumbs down on each comment blocks the commenter instead of disliking. The comment dims, an undo banner follows, and a second tap unblocks.	El pulgar hacia abajo en cada comentario bloquea al comentarista en vez de dar No me gusta. El comentario se atenúa, un banner de deshacer sigue, y un segundo toque desbloquea.
The video couldn't be saved. Try again, or choose Automatic.	No se pudo guardar el vídeo. Inténtalo otra vez, o elige Automático.
There is no diagnostic data to clear.	No hay datos de diagnóstico que borrar.
There is no diagnostic data to put back.	No hay datos de diagnóstico que restaurar.
There is no Lab change to undo.	No hay ningún cambio del Lab que deshacer.
There was nothing to put back	No había nada que recuperar
These loaded values are for a different TikTok version.	Estos valores cargados son de otra versión de TikTok.
This catalog entry is no longer available. Refresh the Lab and try again.	Esta entrada del catálogo ya no está disponible. Actualiza el Laboratorio e inténtalo otra vez.
This configuration has no fields that can be copied and changed safely on this build.	Esta configuración no tiene campos que se puedan copiar y cambiar con seguridad en esta compilación.
This file has more loaded values than the Lab takes at once.	Este archivo tiene más valores cargados de los que el Lab acepta de una vez.
This file has no loaded values in it.	Este archivo no contiene valores cargados.
This file isn't a loaded-values export from the Feature Gate Lab.	Este archivo no es una exportación de valores cargados del Feature Gate Lab.
This gate type is not supported.	Este tipo de gate no es compatible.
This key isn't in the local catalog, so its type can't be checked. Reset the override.	Esta clave no está en el catálogo local, así que no se puede comprobar su tipo. Restablece la anulación.
This line opens a rule and does not finish it: %1$s. Write two phrases as "a" & "b" for both, or "a" !& "b" for the first without the second.	Esta línea abre una regla y no la termina: %1$s. Escribe dos frases como "a" & "b" para pedir las dos, o "a" !& "b" para la primera sin la segunda.
This phone has no file picker, so there is no way to choose a file here.	Este teléfono no tiene selector de archivos, así que aquí no se puede elegir uno.
This phone has no folder picker. Type the folder into the row instead.	Este teléfono no tiene selector de carpetas. Escribe la carpeta en la fila.
This profile picture isn't available to save	Esta foto de perfil no está disponible para guardarla
This quality isn't available as a complete file, so TikTok's own save runs instead	Esta calidad no está disponible como archivo completo, así que se usa el guardado propio de TikTok
This setting's value can't be copied on this build, so it can't be overridden. Reset the override.	El valor de este ajuste no se puede copiar en esta versión, así que no se puede anular. Restablece la anulación.
This story isn't available to save	Esta historia no está disponible para guardarla
This value is required.	Este valor es obligatorio.
This video has no link to copy	Este vídeo no tiene ningún enlace que copiar
This video has no link to send, so TikTok's own save runs instead	Este vídeo no tiene ningún enlace que enviar, así que se usa el guardado propio de TikTok
This video has no original sound to save	Este vídeo no tiene sonido original que guardar
This video has no sound of its own	Este vídeo no tiene sonido propio
Thumbs down blocks the commenter	El pulgar hacia abajo bloquea a quien comenta
TikTok default	Predeterminado de TikTok
TikTok default (2x hold, quick share)	Predeterminado de TikTok (mantener para 2x, compartir rápido)
TikTok didn't accept the feedback. Try again later.	TikTok no aceptó el comentario. Inténtalo más tarde.
TikTok hasn't handed this setting an object to change yet. Open the part of the app that uses it, then come back.	TikTok todavía no le ha dado a este ajuste un objeto que cambiar. Abre la parte de la app que lo usa y vuelve aquí.
TikTok read it	TikTok lo leyó
TikTok read it, but the structured override could not be applied	TikTok lo leyó, pero la sustitución estructurada no se pudo aplicar
TikTok refused the follow: %1$s	TikTok rechazó el seguimiento: %1$s
TikTok rejected the request to block %1$s	TikTok rechazó la solicitud de bloquear a %1$s
TikTok rejected the request to unblock %1$s	TikTok rechazó la solicitud de desbloquear a %1$s
TikTok's own value	Valor propio de TikTok
TikTok's server can put an account into an experiment that empties the Favorites tab on your profile. Keep the tab and its saved videos.	El servidor de TikTok puede meter una cuenta en un experimento que vacía la pestaña Favoritos de tu perfil. Mantiene la pestaña y sus vídeos guardados.
time	vez
times	veces
Times you can open the feed anyway	Veces que puedes abrir el feed de todas formas
Today has moved on, so there is nothing to put back	El día ha avanzado, así que no hay nada que recuperar
Today is back where it was	Hoy está como estaba
Today started over. Tap again to put the counts back.	Hoy ha empezado de nuevo. Toca otra vez para recuperar las cuentas.
Today starts again	Hoy empieza otra vez
Today's budget is locked. The day starts over at %1$s.	El presupuesto de hoy está bloqueado. El día empieza de nuevo a las %1$s.
Today's budget is locked. The feed opens again at %1$s. Messages, profiles and search still work.	El presupuesto de hoy está bloqueado. El feed se abre otra vez a las %1$s. Los mensajes, los perfiles y la búsqueda siguen funcionando.
Today's budget is locked. This can be changed again at %1$s.	El presupuesto de hoy está bloqueado. Esto se podrá volver a cambiar a las %1$s.
Today: %1$d minute	Hoy: %1$d minuto
Today: %1$d minutes	Hoy: %1$d minutos
Today: %1$d video	Hoy: %1$d vídeo
Today: %1$d videos	Hoy: %1$d vídeos
Tokens: {creator}, {date}, {video_id}, {index}. {index} numbers the photos of a slideshow you save with Download original photos; anything saved through TikTok's own button is numbered by the folder instead. The file extension is kept automatically.	Comodines: {creator}, {date}, {video_id}, {index}. {index} numera las fotos de una presentación que guardes con Descargar las fotos originales; lo que se guarde con el botón propio de TikTok lo numera la carpeta. La extensión del archivo se mantiene automáticamente.
Tokens: {creator}, {date}, {video_id}. The file extension is kept automatically.	Comodines: {creator}, {date}, {video_id}. La extensión del archivo se mantiene automáticamente.
Tokens: {date}, {media_id}. Works for image and video stickers.	Comodines: {date}, {media_id}. Sirve para los stickers de imagen y de vídeo.
Too many media saves are already running. Try again shortly.	Ya se están guardando demasiados archivos. Inténtalo dentro de un momento.
Translate comments as they load, using TikTok's own translator.	Traducir los comentarios a medida que se cargan, con el traductor propio de TikTok.
Transparent	Transparente
Try a different word or clear the search.	Prueba con otra palabra o borra la búsqueda.
Try again, or go back to TikTok.	Inténtalo de nuevo o vuelve a TikTok.
Turn on %1$s first.	Activa antes %1$s.
Turn on overrides	Activar las sustituciones
Turned off %1$d gates of %2$d; the rest do not take a true or false value. Restart TikTok to apply this.	%1$d interruptores de %2$d apagados; los demás no aceptan un valor true o false. Reinicia TikTok para aplicar esto.
Turned off %1$d gates. Restart TikTok to apply this.	%1$d interruptores apagados. Reinicia TikTok para aplicar esto.
Turned off 1 gate of %1$d; the rest do not take a true or false value. Restart TikTok to apply this.	1 interruptor de %1$d apagado; los demás no aceptan un valor true o false. Reinicia TikTok para aplicar esto.
Turned off 1 gate. Restart TikTok to apply this.	1 interruptor apagado. Reinicia TikTok para aplicar esto.
Two letters, like us, gb or jp.	Dos letras, como us, gb o jp.
Type	Tipo
Type to search settings	Escribe para buscar en los ajustes
Unavailable	No disponible
Unblock this commenter	Desbloquear a quien comenta
Unblocked %1$s	%1$s desbloqueado
Undo	Deshacer
Undo last Lab change	Deshacer el último cambio del Lab
Undo last restore or reset	Deshacer la última restauración o reinicio
Undoing the last change	Deshaciendo el último cambio
Up to 8 speeds from 0.5 to 3, separated by commas. Example: 0.5, 1, 1.5, 2, 2.5, 3. Leave empty for TikTok's list. Restart TikTok to apply this.	Hasta 8 velocidades de 0.5 a 3, separadas por comas. Por ejemplo: 0.5, 1, 1.5, 2, 2.5, 3. Déjalo vacío para la lista de TikTok. Reinicia TikTok para que se aplique.
Use 0 for TikTok's size, or 12 to 48. Applies to the next caption.	Usa 0 para el tamaño de TikTok, o de 12 a 48. Se aplica al siguiente subtítulo.
Use a default playback speed	Usar una velocidad de reproducción predeterminada
Use non-personalized search	Usar la búsqueda sin personalizar
Use Save JSON for this large report	Usa Guardar JSON para este informe tan grande
Use the preset for the region TikTok reports for your account and its shop too. May affect search.	Usar el preajuste también para la región que TikTok informa de tu cuenta y su tienda. Puede afectar a la búsqueda.
Use the selected country and operator values. This changes what the SIM says and nothing else: your IP address, your account's history and the language you read in are all unchanged, and any one of them is enough for TikTok to keep the region it already chose. Restart TikTok to apply this.	Usar el país y los valores de operador seleccionados. Esto solo cambia lo que dice la SIM: tu dirección IP, el historial de tu cuenta y el idioma en el que lees siguen igual, y con cualquiera de ellos le basta a TikTok para mantener la región que ya eligió. Reinicia TikTok para que se aplique.
Use the selected country. This changes what the SIM says and nothing else: your IP address, your account's history and the language you read in are all unchanged, and any one of them is enough for TikTok to keep the region it already chose. Restart TikTok to apply this.	Usar el país seleccionado. Esto solo cambia lo que dice la SIM: tu dirección IP, el historial de tu cuenta y el idioma en el que lees siguen igual, y con cualquiera de ellos le basta a TikTok para mantener la región que ya eligió. Reinicia TikTok para que se aplique.
Use the split layout on wider screens. Restart TikTok to apply this. If the old layout is still there, unfold again.	Usar el diseño dividido en pantallas más anchas. Reinicia TikTok para que se aplique. Si sigue el diseño antiguo, vuelve a desplegar.
Use TikTok's native hold, slide down, and release gesture to lock 2x speed.	Usar el gesto nativo de TikTok de mantener, deslizar hacia abajo y soltar para bloquear la velocidad 2x.
Use value	Usar el valor
Use your own offline videos limit	Usar tu propio límite de vídeos sin conexión
Using TikTok's value	Se usa el valor de TikTok
Value	Valor
Value to return	Valor que se devuelve
Verified creators	Creadores verificados
Version %1$s	Versión %1$s
Version %1$s for TikTok %2$s	Versión %1$s para TikTok %2$s
Video	Vídeo
video	vídeo
Video (MP4)	Vídeo (MP4)
Video destination	Destino de los vídeos
Video download quality	Calidad de descarga del vídeo
Video filename	Nombre de archivo del vídeo
Video playback quality	Calidad de reproducción del vídeo
Video saved	Vídeo guardado
Video saved in %1$s, but only %2$s of %3$s subtitles came with it	Vídeo guardado en %1$s, pero solo llegaron %2$s de %3$s subtítulos
Video saved with %1$s subtitles in %2$s	Vídeo guardado con %1$s subtítulos en %2$s
videos	vídeos
view per like	visualización por me gusta
views per like	visualizaciones por me gusta
Wait before hiding the controls.	Esperar antes de ocultar los controles.
WebP, exactly as TikTok sent it	WebP, exactamente como lo envió TikTok
